Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
Toyota;Highlander;2000;Petrol;198;343024;0;2000;2;FALSE;1;6;794836666;;;41;3;FALSE;$29,829;TRUE;F;42;$16,860;6;SUV;no;$0;0;No;0;$0;5;0
Volkswagen;Passat;2009;Diesel;112;212836;0;2000;4;FALSE;3;15;713482002;;;49;0;TRUE;$82,536;FALSE;F;30;$7,350;3;Sports Car;no;$46,105;1;Yes;2;$1,315;7;1
Volkswagen;Golf;2010;Petrol;192;192945;0;2000;4;FALSE;1;3;294957776;;;46;0;TRUE;$8,588;TRUE;F;58;$19,600;13;Minivan;yes;$0;0;No;1;$0;10;0
Tesla;Model S;2008;Electric;773;220128;1;2000;1;FALSE;5;2;646953416;;;28;0;TRUE;$11,100;FALSE;M;52;$8,820;4;Pickup;no;$0;0;No;4;$0;1;0
BMW;3 Series;2015;Diesel;327;119686;0;10052;1;TRUE;1;4;352149949;;;43;0;TRUE;$50,755;TRUE;M;24;$30,380;4;Panel Truck;yes;$0;0;No;2;$0;6;0
Volkswagen;Jetta;2020;Electric;295;40034;0;21496;1;FALSE;5;3;982263237;;;57;0;TRUE;$97,059;TRUE;F;30;$15,050;6;SUV;no;$6,713;3;No;0;$2,365;1;1
Volkswagen;Passat;2019;Electric;185;61375;0;17862;1;TRUE;4;2;671273928;;;46;0;TRUE;$61,674;FALSE;M;16;$12,270;4;Minivan;yes;$0;0;No;0;$0;10;0
Tesla;Model S;2003;Electric;658;293197;3;2000;3;FALSE;3;20;590099169;;;50;0;TRUE;;TRUE;M;38;$3,630;4;Minivan;no;$3,653;1;No;6;$5,922;;1
BMW;X5;2021;Diesel;243;34131;0;39311;1;TRUE;1;1;753671925;;;40;1;TRUE;$0;FALSE;F;32;$2,750;3;SUV;no;$39,401;3;Yes;1;$2,149;10;1
Tesla;Model S;2001;Electric;864;335893;1;2000;1;FALSE;4;3;860428575;;;33;1;TRUE;$49,121;FALSE;M;31;$12,170;4;Pickup;no;$3,055;2;No;7;$3,527;8;1
Nissan;Altima;2016;Electric;291;103073;0;9192;1;TRUE;3;5;446454242;;;53;1;TRUE;$39,923;FALSE;F;44;$1,500;7;Sports Car;no;$3,011;2;No;3;$0;1;0
Nissan;Altima;2021;Electric;194;28393;0;24160;1;TRUE;3;1;163282829;;;35;3;TRUE;$43,492;FALSE;M;37;$18,780;1;Van;no;$5,437;2;No;4;$0;1;0
Toyota;Prius;2001;Hybrid;167;320548;0;2000;3;FALSE;5;18;319718069;;;54;0;TRUE;$80,297;FALSE;M;29;$24,160;1;Panel Truck;yes;$0;0;No;2;$0;13;0
Ford;Explorer;2018;Diesel;262;80641;0;14435;1;FALSE;1;1;857881983;;;48;0;TRUE;$55,378;TRUE;M;44;$14,610;1;Minivan;yes;$0;0;No;0;$0;9;0
Tesla;Model 3;2017;Electric;454;85484;0;20752;1;FALSE;4;5;737979871;;;48;0;TRUE;$0;FALSE;F;24;$1,500;9;Sports Car;no;$8,567;2;No;9;$3,620;8;1
Nissan;Pathfinder;2011;Diesel;289;184931;1;2000;4;FALSE;4;12;274305518;;;45;1;TRUE;;TRUE;F;32;$6,530;4;SUV;no;$0;0;No;0;$0;1;0
Toyota;Prius;2000;Hybrid;146;341157;0;2000;4;FALSE;1;22;470683166;;;39;0;TRUE;$116,247;FALSE;M;25;$21,380;1;Van;no;$0;0;No;0;$5,563;8;1
Chevrolet;Tahoe;2015;Diesel;378;123725;0;5627;1;TRUE;1;2;28424739;;;37;2;TRUE;;FALSE;F;25;$7,590;4;SUV;no;$0;0;No;4;$0;;0
Ford;Escape;2002;Petrol;338;308180;2;2000;1;FALSE;2;22;253401913;;;32;1;TRUE;$75,512;FALSE;F;8;$20,760;4;SUV;no;$0;0;Yes;2;$0;6;0
Ford;Mustang;2020;Electric;346;41829;0;21317;1;TRUE;2;3;528847133;;;50;0;TRUE;$45,070;TRUE;F;34;$22,240;1;Pickup;no;$0;0;No;1;$0;1;0
Nissan;Rogue;2012;Diesel;142;163673;1;2000;1;TRUE;1;5;226980916;;;52;0;TRUE;$31,519;TRUE;M;33;$20,740;6;Minivan;yes;$0;0;No;0;$0;12;0
BMW;3 Series;2020;Diesel;221;33365;0;36939;1;TRUE;2;3;18552502;;;50;0;FALSE;$238,724;TRUE;F;37;$30,370;4;Minivan;no;$0;0;No;0;$0;15;0
Nissan;Altima;2017;Hybrid;179;84497;0;12550;1;TRUE;2;5;542926193;;;41;0;TRUE;$39,055;TRUE;M;81;$26,020;4;Panel Truck;no;$1,044;2;No;5;$4,212;5;1
Tesla;Model S;2009;Electric;640;213260;0;2000;1;FALSE;1;4;217804427;;;36;3;TRUE;$27,012;TRUE;F;30;$12,410;1;SUV;no;$0;0;No;0;$0;9;0
Ford;F-150;2020;Diesel;256;41632;0;21336;1;TRUE;4;3;221875526;;;35;1;TRUE;$67,075;TRUE;M;7;$28,680;1;Panel Truck;no;$0;0;No;0;$0;16;0
Nissan;Sentra;2016;Hybrid;149;100601;0;9439;1;TRUE;5;7;138736524;;;53;0;TRUE;$41,359;TRUE;M;31;$16,850;9;Van;yes;$9,581;1;No;4;$6,405;1;1
Toyota;Highlander;2009;Petrol;227;213182;1;2000;2;FALSE;1;9;843132398;;;37;0;FALSE;$18,555;TRUE;M;36;$45,730;6;Minivan;no;$8,270;1;No;3;$0;7;0
Toyota;Camry;2021;Hybrid;194;24384;0;24561;1;FALSE;1;2;650676239;;;54;0;TRUE;$164,420;TRUE;F;48;$1,500;4;SUV;no;$10,878;1;No;2;$3,736;21;1
Chevrolet;Silverado;2003;Petrol;298;299229;0;2000;4;FALSE;1;1;470130625;;;56;0;TRUE;$137,181;TRUE;F;47;$40,260;4;SUV;no;$0;0;No;1;$0;7;0
Chevrolet;Tahoe;2006;Diesel;303;253611;0;2000;1;FALSE;3;11;208116405;;;46;0;TRUE;$85,559;TRUE;M;18;$15,190;14;Minivan;yes;$0;0;No;2;$0;9;0
Ford;F-150;2014;Diesel;347;134481;0;3051;3;TRUE;4;2;473135731;;;53;0;TRUE;$45,432;TRUE;M;27;$14,560;1;Minivan;no;$5,465;1;No;4;$0;16;0
Honda;Pilot;2014;Diesel;112;132764;0;3223;2;TRUE;1;7;146663597;;;50;0;TRUE;;FALSE;F;47;$17,970;4;Van;yes;$0;0;No;0;$0;7;0
Toyota;Highlander;2020;Hybrid;218;40620;0;21438;1;TRUE;5;2;945439560;;;51;0;TRUE;$133,469;TRUE;M;23;$19,950;1;Van;yes;$0;0;No;1;$0;13;0
Volkswagen;Jetta;2008;Diesel;282;239118;2;2000;3;FALSE;5;13;506114012;;;50;0;TRUE;$109,950;TRUE;F;45;$17,500;6;SUV;no;$0;0;No;0;$0;15;0
BMW;X3;2009;Petrol;375;210653;0;2000;2;FALSE;2;8;229504103;;;51;0;TRUE;$72,334;FALSE;F;36;$11,290;4;SUV;no;$0;0;Yes;4;$3,939;;1
BMW;X3;2021;Diesel;274;31157;0;39807;1;TRUE;3;2;909300659;;;47;0;TRUE;$32,916;FALSE;M;34;$5,640;1;Pickup;yes;$0;0;No;0;$0;1;0
Tesla;Model 3;2018;Electric;533;77964;0;24506;1;FALSE;5;6;187691973;;;38;0;TRUE;$0;TRUE;F;51;$22,740;4;SUV;no;$7,171;2;No;0;$0;9;0
Chevrolet;Malibu;2000;Diesel;341;346937;0;2000;4;FALSE;1;14;667355215;;;36;3;TRUE;$45,590;TRUE;F;9;$16,650;3;SUV;no;$0;0;No;0;$13,770;5;1
Honda;CR-V;2002;Diesel;187;320720;3;2000;3;FALSE;5;10;326037454;;;55;0;TRUE;;TRUE;M;33;$11,180;3;Pickup;yes;$9,111;2;No;6;$0;3;0
Toyota;Highlander;2013;Hybrid;157;153804;1;2000;4;TRUE;4;8;587450533;;;51;0;TRUE;$94,561;FALSE;M;24;$21,710;4;Van;yes;$679;3;No;4;$0;17;0
Toyota;Camry;2006;Hybrid;199;256896;0;2000;1;FALSE;2;18;214962763;;;55;0;TRUE;$37,930;TRUE;M;51;$10,790;12;Pickup;no;$0;0;No;0;$0;10;0
Nissan;Pathfinder;2015;Petrol;284;118109;0;6189;1;TRUE;1;1;502893337;;;50;0;TRUE;$0;TRUE;M;66;$1,500;1;Minivan;yes;$0;0;No;0;$2,663;1;1
Toyota;Highlander;2008;Hybrid;145;216432;0;2000;3;FALSE;1;1;16259639;;;39;2;TRUE;$52,052;FALSE;F;31;$21,980;14;SUV;no;$0;0;Yes;2;$0;;0
BMW;5 Series;2017;Diesel;195;82602;0;21233;1;TRUE;5;6;143062921;;;31;1;TRUE;$22,654;FALSE;F;38;$13,330;1;SUV;no;$0;0;Yes;2;$0;6;0
Honda;Pilot;2002;Diesel;189;319600;1;2000;3;FALSE;2;22;948426614;;;45;1;TRUE;$0;FALSE;F;44;$1,500;4;Sports Car;no;$0;0;No;1;$5,645;7;1
Nissan;Altima;2015;Petrol;292;122967;0;5703;1;TRUE;5;6;208280446;;;45;3;TRUE;$152,563;TRUE;M;43;$19,700;3;Minivan;yes;$0;0;No;0;$0;7;0
Volkswagen;Jetta;2007;Diesel;252;238706;1;2000;3;FALSE;4;2;250655555;;;46;0;TRUE;$62,565;TRUE;M;35;$14,450;7;Minivan;yes;$0;0;No;0;$0;8;0
Ford;Mustang;2012;Diesel;261;169713;0;2000;2;TRUE;2;12;867274252;;;57;2;TRUE;$14,989;TRUE;F;43;$26,140;10;Sports Car;no;$0;0;Yes;0;$0;1;0
Tesla;Model X;2016;Electric;338;106516;0;14747;1;TRUE;2;2;406648980;;;38;1;TRUE;$51,551;TRUE;F;19;$15,380;1;SUV;no;$5,563;3;No;3;$3,220;;1
Volkswagen;Passat;2002;Petrol;159;308693;1;2000;1;FALSE;3;2;47083764;;;43;0;TRUE;$166,192;FALSE;M;52;$21,110;1;Van;yes;$4,962;3;No;2;$0;;0
Ford;Explorer;2003;Petrol;315;302273;0;2000;4;FALSE;3;10;517596063;;;48;0;TRUE;$72,838;TRUE;M;49;$13,580;1;Minivan;no;$0;0;No;1;$0;1;0
BMW;X3;2019;Electric;342;62869;0;29521;1;FALSE;2;1;649809932;;;46;0;TRUE;$5,015;TRUE;M;45;$2,690;1;Minivan;yes;$0;0;No;0;$0;8;0
Toyota;Camry;2013;Hybrid;265;145107;2;2000;3;TRUE;5;8;223590150;;;22;0;TRUE;$12,301;FALSE;F;49;$8,770;6;Sports Car;yes;$9,232;3;No;11;$2,546;14;1
Nissan;Rogue;2016;Diesel;123;101705;0;9329;1;FALSE;1;6;780883211;;;42;0;TRUE;$36,864;TRUE;F;29;$5,700;6;SUV;no;$5,930;1;No;0;$0;1;0
Volkswagen;Passat;2009;Petrol;128;211647;0;2000;1;FALSE;5;15;882554904;;;44;0;TRUE;$138,442;FALSE;F;31;$19,740;10;Pickup;no;$0;0;No;0;$0;12;0
Nissan;Altima;2016;Diesel;135;103594;0;9140;1;TRUE;4;6;944495729;;;42;3;TRUE;$39,636;TRUE;F;56;$26,550;9;Pickup;no;$0;0;No;2;$0;5;0
Volkswagen;Passat;2013;Diesel;285;147341;1;2000;1;FALSE;4;8;258417857;;;38;0;TRUE;;TRUE;M;25;$10,250;1;Pickup;yes;$0;0;Yes;0;$0;1;0
Toyota;Corolla;2014;Hybrid;286;133052;0;3194;3;FALSE;2;9;593750486;;;55;0;TRUE;$113,534;TRUE;F;21;$24,640;6;Van;no;$0;0;No;0;$0;7;0
Honda;Accord;2017;Hybrid;132;82298;0;12770;1;FALSE;2;4;9413261;;;55;0;TRUE;$54,877;FALSE;M;37;$42,170;6;Panel Truck;yes;$0;0;Yes;0;$1,125;8;1
Nissan;Sentra;2015;Petrol;192;116232;0;6376;1;TRUE;2;9;558171004;;;45;2;TRUE;$8,467;TRUE;F;28;$6,900;9;SUV;no;$0;0;No;0;$6,868;6;1
Toyota;Highlander;2017;Electric;271;94120;0;11588;1;TRUE;1;4;464247120;;;54;0;TRUE;$246,164;FALSE;F;46;$31,520;13;Minivan;no;$0;0;No;0;$0;15;0
Tesla;Model S;2008;Electric;842;225402;0;2000;2;FALSE;3;2;878036819;;;56;0;TRUE;;TRUE;F;5;$7,100;4;SUV;no;$0;0;No;2;$0;7;0
Chevrolet;Malibu;2021;Diesel;300;41759;0;22824;1;FALSE;1;3;128174208;;;35;3;TRUE;$63,364;FALSE;M;69;$23,330;1;Panel Truck;yes;$0;0;No;0;$5,423;16;1
Nissan;Altima;2016;Diesel;124;110601;0;8439;1;TRUE;4;7;696493141;;;54;0;TRUE;$0;TRUE;F;23;$6,900;4;Sports Car;no;$12,271;4;No;2;$0;13;0
Tesla;Model S;2020;Electric;527;37271;0;36288;1;FALSE;1;2;490897115;;;38;0;TRUE;$142,002;TRUE;M;33;$27,750;4;Panel Truck;yes;$0;0;No;2;$0;12;0
BMW;5 Series;2017;Electric;446;91439;0;19760;1;TRUE;5;3;72110926;;;32;2;TRUE;$72,188;TRUE;F;29;$9,790;17;SUV;no;$3,176;2;No;1;$0;13;0
Ford;Mustang;2016;Diesel;150;104406;0;9059;1;TRUE;4;2;421079900;;;48;1;TRUE;$80,522;TRUE;F;16;$14,350;1;SUV;no;$0;0;No;2;$0;1;0
Volkswagen;Golf;2009;Petrol;174;210622;0;2000;4;FALSE;4;2;218957407;;;66;0;TRUE;$102,485;TRUE;M;40;$17,610;4;SUV;yes;$1,194;3;No;1;$0;12;0
Honda;Civic;2018;Electric;255;80470;0;14453;1;TRUE;1;1;818056111;;;46;0;TRUE;$79,249;TRUE;M;24;$14,020;4;Minivan;no;$0;0;No;0;$0;12;0
Nissan;Rogue;2015;Diesel;170;122913;0;5708;1;TRUE;4;1;737451303;;;31;3;TRUE;$26,606;FALSE;F;27;$10,890;1;SUV;no;$4,044;2;No;0;$2,394;9;1
BMW;3 Series;2017;Diesel;337;81774;0;21370;1;FALSE;2;7;282076733;;;45;0;TRUE;$50,352;TRUE;F;16;$11,040;7;SUV;no;$0;0;No;0;$0;15;0
Nissan;Rogue;2015;Petrol;225;118988;0;6101;1;FALSE;1;4;704242204;;;31;0;TRUE;$73,727;FALSE;M;31;$19,210;6;Van;no;$0;0;No;4;$0;7;0
Volkswagen;Tiguan;2018;Electric;279;81431;0;14356;1;TRUE;3;4;295091190;;;32;0;TRUE;$0;TRUE;M;22;$9,050;1;Pickup;no;$10,152;2;No;5;$0;1;0
BMW;X3;2017;Hybrid;414;84920;0;20846;1;TRUE;5;7;988358143;;;43;0;TRUE;$42,768;TRUE;M;32;$10,080;1;Minivan;yes;$0;0;No;0;$0;8;0
Volkswagen;Golf;2021;Diesel;133;23128;0;24687;1;TRUE;1;3;362777164;;;43;1;TRUE;;FALSE;M;46;$12,830;4;Minivan;no;$1,510;1;Yes;1;$5,401;1;1
Toyota;Highlander;2017;Hybrid;299;92295;0;11770;1;FALSE;4;3;81476515;;;36;2;TRUE;$64,599;FALSE;M;16;$21,490;4;Van;yes;$5,846;2;No;1;$0;;0
Chevrolet;Silverado;2011;Diesel;394;174397;1;2000;4;TRUE;2;13;670127664;;;46;0;TRUE;$35,852;TRUE;M;21;$13,460;10;Minivan;no;$0;0;No;0;$0;1;0
Volkswagen;Tiguan;2016;Electric;115;98677;0;9632;1;TRUE;1;8;10185862;;;50;0;TRUE;;TRUE;M;22;$15,330;4;Minivan;no;$0;0;No;0;$0;5;0
Chevrolet;Equinox;2017;Electric;262;85592;0;12440;1;FALSE;5;7;111885786;;;67;1;TRUE;;TRUE;F;66;$14,080;4;Sports Car;no;$5,898;3;No;3;$2,931;1;1
Ford;F-150;2020;Diesel;354;40343;0;21465;1;TRUE;1;3;16446925;;;48;0;TRUE;$22,362;TRUE;M;39;$27,160;3;Minivan;yes;$22,906;1;Yes;0;$0;1;0
Nissan;Sentra;2009;Diesel;218;214228;0;2000;4;FALSE;5;2;82398794;;;51;0;TRUE;$66,948;FALSE;M;39;$28,870;10;Panel Truck;no;$0;0;No;0;$0;8;0
BMW;X3;2014;Petrol;489;136289;0;4785;4;TRUE;5;4;508658607;;;42;0;FALSE;$16,423;FALSE;M;44;$21,540;4;Minivan;no;$0;0;No;0;$0;9;0
Toyota;Prius;2010;Hybrid;202;193097;0;2000;2;FALSE;3;1;114231234;;;54;0;TRUE;$52,105;TRUE;F;40;$21,430;1;SUV;no;$0;0;No;0;$0;14;0
Volkswagen;Golf;2000;Petrol;188;344085;0;2000;4;FALSE;3;4;262510033;;;43;0;TRUE;$53,431;FALSE;F;5;$8,050;3;SUV;no;$4,408;1;No;5;$4,009;12;1
Volkswagen;Jetta;2019;Electric;295;55083;0;18491;1;TRUE;1;1;608976095;;;41;1;TRUE;$6,712;TRUE;F;37;$2,910;7;Sports Car;no;$0;0;No;2;$0;11;0
Toyota;Highlander;2003;Hybrid;170;300648;0;2000;4;FALSE;5;14;777498837;;;57;0;TRUE;$62,411;TRUE;M;31;$34,720;1;Panel Truck;yes;$30,789;3;No;6;$0;19;0
Ford;Explorer;2022;Hybrid;443;13893;0;27110;1;TRUE;3;1;873746806;;;26;2;TRUE;$21,443;TRUE;M;33;$6,240;1;Minivan;no;$0;0;No;0;$0;1;0
Chevrolet;Silverado;2020;Electric;299;46395;0;20860;1;FALSE;3;2;486162046;;;49;0;TRUE;$45,471;TRUE;F;14;$10,670;1;SUV;no;$0;0;No;0;$0;7;0
Volkswagen;Passat;2014;Diesel;297;137006;1;2799;4;FALSE;3;9;91382305;;;43;1;TRUE;$27,413;FALSE;F;10;$8,540;1;Sports Car;no;$0;0;No;0;$18,540;;1
Chevrolet;Tahoe;2018;Electric;264;76066;0;14893;1;TRUE;4;4;928986116;;;61;0;TRUE;$85,554;TRUE;M;43;$19,870;1;SUV;yes;$0;0;No;0;$0;15;0
Honda;Civic;2021;Diesel;129;38201;0;23179;1;TRUE;3;3;873711350;;;43;0;TRUE;$45,931;TRUE;M;5;$19,870;6;Van;yes;$5,989;3;No;3;$0;21;0
Tesla;Model Y;2016;Electric;610;105144;0;14976;1;TRUE;3;1;463814342;;;44;0;TRUE;$134,967;TRUE;F;31;$16,020;4;Minivan;no;$0;0;No;0;$0;18;0
Nissan;Sentra;2019;Hybrid;238;58576;0;18142;1;TRUE;4;4;646843657;;;50;0;TRUE;$46,952;TRUE;F;26;$6,200;1;SUV;no;$0;0;No;0;$3,731;1;1
Volkswagen;Jetta;2018;Diesel;131;72245;0;15275;1;FALSE;5;5;184765901;;;47;0;TRUE;$69,692;TRUE;F;58;$18,370;4;Sports Car;no;$3,314;2;No;0;$0;10;0
Honda;Civic;2004;Petrol;266;287771;0;2000;4;FALSE;4;7;740716572;;;55;0;TRUE;$86,546;TRUE;M;6;$15,960;4;Minivan;yes;$0;0;No;3;$0;18;0
Chevrolet;Silverado;2006;Diesel;415;260729;0;2000;3;FALSE;3;6;58001635;;;40;3;TRUE;$120,603;FALSE;M;16;$17,560;10;Van;no;$0;0;No;0;$0;13;0
Ford;Escape;2020;Hybrid;369;47882;0;20711;1;TRUE;2;1;527670758;;;60;0;TRUE;$60,432;TRUE;M;35;$18,560;1;Minivan;yes;$0;0;No;0;$7,369;10;1
Tesla;Model S;2018;Electric;318;75017;0;24997;1;TRUE;3;1;624628682;;;52;0;FALSE;;FALSE;M;36;$22,590;1;Panel Truck;yes;$0;0;No;1;$5,463;;1
Honda;CR-V;2009;Petrol;136;210551;2;2000;1;FALSE;4;7;329167641;;;57;0;TRUE;$192,297;TRUE;M;53;$33,630;1;Panel Truck;yes;$10,074;1;No;3;$0;21;0
Chevrolet;Tahoe;2013;Petrol;395;147884;1;2000;4;TRUE;1;8;181290061;;;55;0;TRUE;$38,322;TRUE;F;5;$15,590;1;Minivan;no;$0;0;Yes;0;$0;14;0
Nissan;Altima;2023;Diesel;174;5000;0;29500;1;TRUE;5;1;419976473;;;57;0;TRUE;$97,083;FALSE;F;20;$18,800;13;Minivan;no;$4,925;1;No;4;$0;13;0
Toyota;Prius;2012;Hybrid;185;168597;1;2000;3;FALSE;4;7;137895222;;;51;0;TRUE;$32,570;TRUE;M;17;$9,860;9;Pickup;yes;$5,533;1;No;6;$0;9;0
Honda;Accord;2000;Petrol;189;346264;3;2000;4;FALSE;2;16;569134000;;;48;0;TRUE;$14,410;FALSE;F;27;$7,740;7;SUV;no;$1,001;1;No;3;$7,204;1;1
Tesla;Model 3;2022;Electric;460;20125;0;44145;1;FALSE;1;1;345824763;;;35;0;TRUE;$101,956;TRUE;F;45;$28,160;10;Minivan;no;$0;0;No;0;$0;1;0
Tesla;Model 3;2023;Electric;852;5000;0;49166;1;TRUE;5;1;121706213;;;43;1;TRUE;$23,215;TRUE;F;33;$16,530;4;Minivan;no;$0;0;No;2;$0;6;0
Volkswagen;Golf;2001;Diesel;189;336805;2;2000;3;FALSE;5;22;586304732;;;39;2;TRUE;$192,426;TRUE;M;46;$33,460;1;Minivan;yes;$0;0;No;0;$0;17;0
Honda;CR-V;2004;Petrol;191;281682;1;2000;4;FALSE;4;17;419268834;;;35;0;TRUE;;TRUE;M;10;$21,950;1;Van;no;$0;0;No;0;$0;10;0
Volkswagen;Jetta;2018;Electric;264;72966;0;15203;1;TRUE;1;1;595503380;;;26;0;TRUE;$24,722;FALSE;F;28;$9,420;6;SUV;no;$0;0;No;1;$11,213;4;1
Toyota;Camry;2013;Petrol;227;153909;0;2000;1;FALSE;1;10;305188907;;;38;2;TRUE;$14,320;FALSE;F;26;$23,950;1;Minivan;no;$3,718;1;No;0;$6,880;4;1
Ford;Explorer;2010;Petrol;366;197563;0;2000;4;FALSE;2;8;289313269;;;41;0;TRUE;$96,886;TRUE;F;13;$15,290;1;Minivan;no;$0;0;No;0;$0;10;0
Tesla;Model 3;2013;Electric;838;151435;0;2000;3;FALSE;4;9;552499053;;;38;2;TRUE;$0;TRUE;F;24;$10,560;1;SUV;no;$0;0;No;0;$0;7;0
Chevrolet;Equinox;2009;Diesel;203;206781;0;2000;3;FALSE;3;11;837122700;;;46;0;TRUE;$70,840;FALSE;M;32;$13,180;3;Minivan;no;$0;0;Yes;0;$0;1;0
Ford;Explorer;2006;Petrol;369;255642;1;2000;1;FALSE;4;3;788779542;;;60;2;FALSE;$21,920;TRUE;F;50;$11,810;10;SUV;no;$6,973;3;No;0;$0;8;0
Honda;Accord;2005;Petrol;125;264115;0;2000;4;FALSE;5;10;348646112;;;62;0;TRUE;$67,112;TRUE;F;32;$18,300;1;Sports Car;no;$8,363;1;No;7;$4,287;1;1
Chevrolet;Equinox;2020;Electric;288;50974;0;20402;1;FALSE;4;2;972352732;;;41;0;TRUE;$36,449;TRUE;M;37;$17,900;6;Minivan;yes;$0;0;No;0;$0;1;0
Ford;F-150;2020;Hybrid;252;49899;0;20510;1;TRUE;1;1;49408042;;;49;0;TRUE;$138,942;FALSE;M;37;$18,920;11;Van;no;$0;0;No;0;$0;1;0
BMW;X5;2017;Electric;453;88480;0;20253;1;TRUE;2;1;664787627;;;42;0;TRUE;$77,737;TRUE;F;27;$22,800;1;Minivan;no;$0;0;No;2;$0;11;0
Nissan;Pathfinder;2023;Diesel;300;5000;0;29500;1;TRUE;5;1;663029590;;;54;0;TRUE;$46,074;FALSE;M;42;$11,510;3;Pickup;yes;$0;0;No;0;$0;6;0
BMW;3 Series;2006;Petrol;241;252276;2;2000;3;FALSE;5;9;63479241;;;54;0;TRUE;$0;TRUE;F;13;$7,140;11;Sports Car;no;$0;0;No;0;$0;1;0
Toyota;Prius;2016;Electric;287;103918;0;9108;1;TRUE;5;4;800556705;;;38;2;TRUE;$50,718;FALSE;F;51;$14,230;1;SUV;no;$3,649;1;No;5;$0;5;0
Toyota;Camry;2014;Hybrid;276;129706;0;3529;2;TRUE;4;1;496954522;;;38;0;TRUE;$58,820;TRUE;F;55;$19,690;21;Pickup;no;$4,528;2;No;0;$0;10;0
Toyota;Corolla;2005;Hybrid;185;269100;0;2000;4;FALSE;4;4;226909233;;;60;2;FALSE;$0;TRUE;F;47;$7,500;3;SUV;no;$0;0;Yes;2;$4,586;1;1
Tesla;Model Y;2002;Electric;396;312865;1;2000;3;FALSE;2;22;553450547;;;43;0;FALSE;$0;TRUE;M;36;$24,520;1;Panel Truck;no;$1,119;1;No;8;$3,784;;1
Chevrolet;Silverado;2021;Electric;396;23853;0;24614;1;TRUE;5;3;507552592;;;37;4;TRUE;;FALSE;F;23;$1,500;1;Sports Car;no;$49,223;1;Yes;2;$3,676;1;1
Toyota;Camry;2019;Hybrid;266;60746;0;17925;1;TRUE;5;4;463360926;;;44;3;TRUE;$47,231;TRUE;F;31;$18,170;17;Pickup;no;$0;0;No;0;$0;10;0
Tesla;Model X;2017;Electric;450;88096;0;20317;1;TRUE;3;6;799528270;;;32;2;TRUE;$14,744;TRUE;F;27;$14,930;3;SUV;no;$613;2;No;5;$0;7;0
Toyota;Prius;2015;Hybrid;198;123864;0;5613;1;TRUE;5;3;800426023;;;44;2;TRUE;$16,352;TRUE;F;37;$9,760;1;SUV;no;$2,316;1;No;0;$56,400;1;1
Volkswagen;Golf;2023;Hybrid;141;5000;0;29500;1;FALSE;5;1;64820276;;;47;0;TRUE;;FALSE;F;8;$8,770;4;SUV;no;$0;0;No;0;$0;11;0
Tesla;Model Y;2005;Electric;542;265171;0;2000;3;FALSE;5;13;3660621;;;30;1;TRUE;$77,156;FALSE;F;28;$11,430;9;SUV;no;$11,295;3;No;6;$0;1;0
BMW;3 Series;2022;Electric;411;17422;0;44596;1;FALSE;4;1;472137014;;;29;1;TRUE;$144,242;FALSE;F;15;$16,370;4;Sports Car;no;$4,822;2;No;0;$0;13;0
Volkswagen;Tiguan;2014;Petrol;231;129647;2;3535;1;TRUE;2;9;834249193;;;60;0;TRUE;$16,919;FALSE;F;24;$9,190;9;SUV;no;$0;0;No;0;$2,386;;1
Honda;Pilot;2003;Diesel;266;298671;0;2000;1;FALSE;5;19;831585855;;;45;2;TRUE;$20,653;TRUE;F;24;$20,720;1;Pickup;no;$0;0;No;0;$10,690;6;1
Ford;Mustang;2016;Electric;408;113240;0;8175;1;FALSE;5;5;852469481;;;33;5;TRUE;$4,562;TRUE;M;8;$9,650;7;Pickup;yes;$0;0;No;4;$0;9;0
Ford;Escape;2014;Diesel;443;131059;0;3394;3;TRUE;1;9;449101300;;;51;0;TRUE;$95,713;TRUE;F;32;$23,040;9;Pickup;no;$0;0;No;0;$0;17;0
BMW;X5;2001;Diesel;340;333873;0;2000;3;FALSE;3;15;820425739;;;44;0;TRUE;$29,929;FALSE;M;41;$15,320;4;Minivan;yes;$0;0;No;0;$0;1;0
Nissan;Sentra;2014;Diesel;137;142456;0;2254;3;TRUE;4;8;362335899;;;49;0;TRUE;$104,691;FALSE;M;14;$30,260;7;Panel Truck;yes;$22,813;1;Yes;7;$0;1;0
Honda;Civic;2012;Petrol;264;164714;0;2000;2;TRUE;3;7;513474624;;;52;0;TRUE;$70,198;TRUE;M;41;$37,810;6;Panel Truck;no;$0;0;Yes;0;$934;9;1
Toyota;Camry;2003;Petrol;246;297129;1;2000;1;FALSE;4;8;684319268;;;54;0;TRUE;$50,646;TRUE;F;40;$32,100;6;Van;no;$0;0;No;0;$0;16;0
Nissan;Pathfinder;2016;Electric;170;104537;0;9046;1;TRUE;1;8;63729628;;;50;0;TRUE;$69,030;TRUE;F;10;$35,450;6;SUV;no;$764;3;No;0;$0;1;0
